# Assembly name:  ASM1059762v1
# Organism name:  Morganella morganii (enterobacteria)
# Infraspecific name:  strain=AS012332
# Taxid:          582
# BioSample:      SAMN12250651
# BioProject:     PRJNA553678
# Submitter:      Ares Genetics
# Date:           2020-02-14
# Assembly type:  na
# Release type:   major
# Assembly level: Scaffold
# Genome representation: full
# WGS project:    VKWT01
# Assembly method: SPAdes v. 3.12
# Expected final version: yes
# Genome coverage: 105.15x
# Sequencing technology: Illumina NextSeq
# GenBank assembly accession: GCA_010597625.1
# RefSeq assembly accession: GCF_010597625.1
# RefSeq assembly and GenBank assemblies identical: yes
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_010597635.1	GCF_010597635.1	Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
AS012332_294	unplaced-scaffold	na	na	VKWT01000294.1	=	NZ_VKWT01000294.1	Primary Assembly	274	na
AS012332_295	unplaced-scaffold	na	na	VKWT01000295.1	=	NZ_VKWT01000295.1	Primary Assembly	273	na
AS012332_296	unplaced-scaffold	na	na	VKWT01000296.1	=	NZ_VKWT01000296.1	Primary Assembly	273	na
AS012332_297	unplaced-scaffold	na	na	VKWT01000297.1	=	NZ_VKWT01000297.1	Primary Assembly	273	na
AS012332_298	unplaced-scaffold	na	na	VKWT01000298.1	=	NZ_VKWT01000298.1	Primary Assembly	273	na
AS012332_299	unplaced-scaffold	na	na	VKWT01000299.1	=	NZ_VKWT01000299.1	Primary Assembly	273	na
AS012332_3	unplaced-scaffold	na	na	VKWT01000003.1	=	NZ_VKWT01000003.1	Primary Assembly	104249	na
AS012332_30	unplaced-scaffold	na	na	VKWT01000030.1	=	NZ_VKWT01000030.1	Primary Assembly	42861	na
AS012332_300	unplaced-scaffold	na	na	VKWT01000300.1	=	NZ_VKWT01000300.1	Primary Assembly	272	na
AS012332_301	unplaced-scaffold	na	na	VKWT01000301.1	=	NZ_VKWT01000301.1	Primary Assembly	271	na
AS012332_302	unplaced-scaffold	na	na	VKWT01000302.1	=	NZ_VKWT01000302.1	Primary Assembly	270	na
AS012332_303	unplaced-scaffold	na	na	VKWT01000303.1	=	NZ_VKWT01000303.1	Primary Assembly	270	na
AS012332_304	unplaced-scaffold	na	na	VKWT01000304.1	=	NZ_VKWT01000304.1	Primary Assembly	270	na
AS012332_305	unplaced-scaffold	na	na	VKWT01000305.1	=	NZ_VKWT01000305.1	Primary Assembly	270	na
AS012332_306	unplaced-scaffold	na	na	VKWT01000306.1	=	NZ_VKWT01000306.1	Primary Assembly	270	na
AS012332_307	unplaced-scaffold	na	na	VKWT01000307.1	=	NZ_VKWT01000307.1	Primary Assembly	269	na
AS012332_308	unplaced-scaffold	na	na	VKWT01000308.1	=	NZ_VKWT01000308.1	Primary Assembly	269	na
AS012332_309	unplaced-scaffold	na	na	VKWT01000309.1	=	NZ_VKWT01000309.1	Primary Assembly	269	na
AS012332_31	unplaced-scaffold	na	na	VKWT01000031.1	=	NZ_VKWT01000031.1	Primary Assembly	41986	na
AS012332_310	unplaced-scaffold	na	na	VKWT01000310.1	=	NZ_VKWT01000310.1	Primary Assembly	269	na
AS012332_311	unplaced-scaffold	na	na	VKWT01000311.1	=	NZ_VKWT01000311.1	Primary Assembly	269	na
AS012332_312	unplaced-scaffold	na	na	VKWT01000312.1	=	NZ_VKWT01000312.1	Primary Assembly	268	na
AS012332_313	unplaced-scaffold	na	na	VKWT01000313.1	=	NZ_VKWT01000313.1	Primary Assembly	268	na
AS012332_314	unplaced-scaffold	na	na	VKWT01000314.1	=	NZ_VKWT01000314.1	Primary Assembly	267	na
AS012332_315	unplaced-scaffold	na	na	VKWT01000315.1	=	NZ_VKWT01000315.1	Primary Assembly	267	na
AS012332_316	unplaced-scaffold	na	na	VKWT01000316.1	=	NZ_VKWT01000316.1	Primary Assembly	266	na
AS012332_317	unplaced-scaffold	na	na	VKWT01000317.1	=	NZ_VKWT01000317.1	Primary Assembly	265	na
AS012332_318	unplaced-scaffold	na	na	VKWT01000318.1	=	NZ_VKWT01000318.1	Primary Assembly	265	na
AS012332_319	unplaced-scaffold	na	na	VKWT01000319.1	=	NZ_VKWT01000319.1	Primary Assembly	265	na
AS012332_32	unplaced-scaffold	na	na	VKWT01000032.1	=	NZ_VKWT01000032.1	Primary Assembly	41320	na
AS012332_320	unplaced-scaffold	na	na	VKWT01000320.1	=	NZ_VKWT01000320.1	Primary Assembly	265	na
AS012332_321	unplaced-scaffold	na	na	VKWT01000321.1	=	NZ_VKWT01000321.1	Primary Assembly	264	na
AS012332_322	unplaced-scaffold	na	na	VKWT01000322.1	=	NZ_VKWT01000322.1	Primary Assembly	263	na
AS012332_323	unplaced-scaffold	na	na	VKWT01000323.1	=	NZ_VKWT01000323.1	Primary Assembly	262	na
AS012332_324	unplaced-scaffold	na	na	VKWT01000324.1	=	NZ_VKWT01000324.1	Primary Assembly	262	na
AS012332_325	unplaced-scaffold	na	na	VKWT01000325.1	=	NZ_VKWT01000325.1	Primary Assembly	262	na
AS012332_326	unplaced-scaffold	na	na	VKWT01000326.1	=	NZ_VKWT01000326.1	Primary Assembly	261	na
AS012332_327	unplaced-scaffold	na	na	VKWT01000327.1	=	NZ_VKWT01000327.1	Primary Assembly	260	na
AS012332_328	unplaced-scaffold	na	na	VKWT01000328.1	=	NZ_VKWT01000328.1	Primary Assembly	259	na
AS012332_329	unplaced-scaffold	na	na	VKWT01000329.1	=	NZ_VKWT01000329.1	Primary Assembly	259	na
AS012332_33	unplaced-scaffold	na	na	VKWT01000033.1	=	NZ_VKWT01000033.1	Primary Assembly	40269	na
AS012332_330	unplaced-scaffold	na	na	VKWT01000330.1	=	NZ_VKWT01000330.1	Primary Assembly	259	na
AS012332_331	unplaced-scaffold	na	na	VKWT01000331.1	=	NZ_VKWT01000331.1	Primary Assembly	258	na
AS012332_332	unplaced-scaffold	na	na	VKWT01000332.1	=	NZ_VKWT01000332.1	Primary Assembly	258	na
AS012332_333	unplaced-scaffold	na	na	VKWT01000333.1	=	NZ_VKWT01000333.1	Primary Assembly	257	na
AS012332_334	unplaced-scaffold	na	na	VKWT01000334.1	=	NZ_VKWT01000334.1	Primary Assembly	257	na
AS012332_335	unplaced-scaffold	na	na	VKWT01000335.1	=	NZ_VKWT01000335.1	Primary Assembly	256	na
AS012332_336	unplaced-scaffold	na	na	VKWT01000336.1	=	NZ_VKWT01000336.1	Primary Assembly	255	na
AS012332_337	unplaced-scaffold	na	na	VKWT01000337.1	=	NZ_VKWT01000337.1	Primary Assembly	254	na
AS012332_338	unplaced-scaffold	na	na	VKWT01000338.1	=	NZ_VKWT01000338.1	Primary Assembly	254	na
AS012332_339	unplaced-scaffold	na	na	VKWT01000339.1	=	NZ_VKWT01000339.1	Primary Assembly	254	na
AS012332_34	unplaced-scaffold	na	na	VKWT01000034.1	=	NZ_VKWT01000034.1	Primary Assembly	37705	na
AS012332_340	unplaced-scaffold	na	na	VKWT01000340.1	=	NZ_VKWT01000340.1	Primary Assembly	254	na
AS012332_341	unplaced-scaffold	na	na	VKWT01000341.1	=	NZ_VKWT01000341.1	Primary Assembly	253	na
AS012332_342	unplaced-scaffold	na	na	VKWT01000342.1	=	NZ_VKWT01000342.1	Primary Assembly	253	na
AS012332_343	unplaced-scaffold	na	na	VKWT01000343.1	=	NZ_VKWT01000343.1	Primary Assembly	253	na
AS012332_344	unplaced-scaffold	na	na	VKWT01000344.1	=	NZ_VKWT01000344.1	Primary Assembly	253	na
AS012332_345	unplaced-scaffold	na	na	VKWT01000345.1	=	NZ_VKWT01000345.1	Primary Assembly	251	na
AS012332_346	unplaced-scaffold	na	na	VKWT01000346.1	=	NZ_VKWT01000346.1	Primary Assembly	251	na
AS012332_347	unplaced-scaffold	na	na	VKWT01000347.1	=	NZ_VKWT01000347.1	Primary Assembly	251	na
AS012332_348	unplaced-scaffold	na	na	VKWT01000348.1	=	NZ_VKWT01000348.1	Primary Assembly	251	na
AS012332_349	unplaced-scaffold	na	na	VKWT01000349.1	=	NZ_VKWT01000349.1	Primary Assembly	250	na
AS012332_35	unplaced-scaffold	na	na	VKWT01000035.1	=	NZ_VKWT01000035.1	Primary Assembly	36835	na
AS012332_350	unplaced-scaffold	na	na	VKWT01000350.1	=	NZ_VKWT01000350.1	Primary Assembly	250	na
AS012332_351	unplaced-scaffold	na	na	VKWT01000351.1	=	NZ_VKWT01000351.1	Primary Assembly	250	na
AS012332_352	unplaced-scaffold	na	na	VKWT01000352.1	=	NZ_VKWT01000352.1	Primary Assembly	250	na
AS012332_353	unplaced-scaffold	na	na	VKWT01000353.1	=	NZ_VKWT01000353.1	Primary Assembly	249	na
AS012332_354	unplaced-scaffold	na	na	VKWT01000354.1	=	NZ_VKWT01000354.1	Primary Assembly	248	na
AS012332_355	unplaced-scaffold	na	na	VKWT01000355.1	=	NZ_VKWT01000355.1	Primary Assembly	248	na
AS012332_356	unplaced-scaffold	na	na	VKWT01000356.1	=	NZ_VKWT01000356.1	Primary Assembly	248	na
AS012332_357	unplaced-scaffold	na	na	VKWT01000357.1	=	NZ_VKWT01000357.1	Primary Assembly	246	na
AS012332_358	unplaced-scaffold	na	na	VKWT01000358.1	=	NZ_VKWT01000358.1	Primary Assembly	246	na
AS012332_359	unplaced-scaffold	na	na	VKWT01000359.1	=	NZ_VKWT01000359.1	Primary Assembly	246	na
AS012332_36	unplaced-scaffold	na	na	VKWT01000036.1	=	NZ_VKWT01000036.1	Primary Assembly	35207	na
AS012332_360	unplaced-scaffold	na	na	VKWT01000360.1	=	NZ_VKWT01000360.1	Primary Assembly	244	na
AS012332_361	unplaced-scaffold	na	na	VKWT01000361.1	=	NZ_VKWT01000361.1	Primary Assembly	244	na
AS012332_362	unplaced-scaffold	na	na	VKWT01000362.1	=	NZ_VKWT01000362.1	Primary Assembly	243	na
AS012332_363	unplaced-scaffold	na	na	VKWT01000363.1	=	NZ_VKWT01000363.1	Primary Assembly	242	na
AS012332_364	unplaced-scaffold	na	na	VKWT01000364.1	=	NZ_VKWT01000364.1	Primary Assembly	240	na
AS012332_365	unplaced-scaffold	na	na	VKWT01000365.1	=	NZ_VKWT01000365.1	Primary Assembly	236	na
AS012332_366	unplaced-scaffold	na	na	VKWT01000366.1	=	NZ_VKWT01000366.1	Primary Assembly	236	na
AS012332_367	unplaced-scaffold	na	na	VKWT01000367.1	=	NZ_VKWT01000367.1	Primary Assembly	232	na
AS012332_368	unplaced-scaffold	na	na	VKWT01000368.1	=	NZ_VKWT01000368.1	Primary Assembly	232	na
AS012332_369	unplaced-scaffold	na	na	VKWT01000369.1	=	NZ_VKWT01000369.1	Primary Assembly	231	na
AS012332_37	unplaced-scaffold	na	na	VKWT01000037.1	=	NZ_VKWT01000037.1	Primary Assembly	33364	na
AS012332_370	unplaced-scaffold	na	na	VKWT01000370.1	=	NZ_VKWT01000370.1	Primary Assembly	231	na
AS012332_371	unplaced-scaffold	na	na	VKWT01000371.1	=	NZ_VKWT01000371.1	Primary Assembly	227	na
AS012332_372	unplaced-scaffold	na	na	VKWT01000372.1	=	NZ_VKWT01000372.1	Primary Assembly	226	na
AS012332_373	unplaced-scaffold	na	na	VKWT01000373.1	=	NZ_VKWT01000373.1	Primary Assembly	224	na
AS012332_374	unplaced-scaffold	na	na	VKWT01000374.1	=	NZ_VKWT01000374.1	Primary Assembly	223	na
AS012332_375	unplaced-scaffold	na	na	VKWT01000375.1	=	NZ_VKWT01000375.1	Primary Assembly	222	na
AS012332_376	unplaced-scaffold	na	na	VKWT01000376.1	=	NZ_VKWT01000376.1	Primary Assembly	220	na
AS012332_377	unplaced-scaffold	na	na	VKWT01000377.1	=	NZ_VKWT01000377.1	Primary Assembly	220	na
AS012332_378	unplaced-scaffold	na	na	VKWT01000378.1	=	NZ_VKWT01000378.1	Primary Assembly	219	na
AS012332_379	unplaced-scaffold	na	na	VKWT01000379.1	=	NZ_VKWT01000379.1	Primary Assembly	218	na
AS012332_38	unplaced-scaffold	na	na	VKWT01000038.1	=	NZ_VKWT01000038.1	Primary Assembly	32498	na
AS012332_380	unplaced-scaffold	na	na	VKWT01000380.1	=	NZ_VKWT01000380.1	Primary Assembly	217	na
AS012332_381	unplaced-scaffold	na	na	VKWT01000381.1	=	NZ_VKWT01000381.1	Primary Assembly	216	na
AS012332_382	unplaced-scaffold	na	na	VKWT01000382.1	=	NZ_VKWT01000382.1	Primary Assembly	216	na
AS012332_383	unplaced-scaffold	na	na	VKWT01000383.1	=	NZ_VKWT01000383.1	Primary Assembly	216	na
AS012332_384	unplaced-scaffold	na	na	VKWT01000384.1	=	NZ_VKWT01000384.1	Primary Assembly	215	na
AS012332_385	unplaced-scaffold	na	na	VKWT01000385.1	=	NZ_VKWT01000385.1	Primary Assembly	215	na
AS012332_386	unplaced-scaffold	na	na	VKWT01000386.1	=	NZ_VKWT01000386.1	Primary Assembly	215	na
AS012332_387	unplaced-scaffold	na	na	VKWT01000387.1	=	NZ_VKWT01000387.1	Primary Assembly	215	na
AS012332_388	unplaced-scaffold	na	na	VKWT01000388.1	=	NZ_VKWT01000388.1	Primary Assembly	215	na
AS012332_389	unplaced-scaffold	na	na	VKWT01000389.1	=	NZ_VKWT01000389.1	Primary Assembly	215	na
AS012332_39	unplaced-scaffold	na	na	VKWT01000039.1	=	NZ_VKWT01000039.1	Primary Assembly	32427	na
AS012332_390	unplaced-scaffold	na	na	VKWT01000390.1	=	NZ_VKWT01000390.1	Primary Assembly	215	na
AS012332_391	unplaced-scaffold	na	na	VKWT01000391.1	=	NZ_VKWT01000391.1	Primary Assembly	215	na
AS012332_392	unplaced-scaffold	na	na	VKWT01000392.1	=	NZ_VKWT01000392.1	Primary Assembly	215	na
AS012332_393	unplaced-scaffold	na	na	VKWT01000393.1	=	NZ_VKWT01000393.1	Primary Assembly	215	na
AS012332_394	unplaced-scaffold	na	na	VKWT01000394.1	=	NZ_VKWT01000394.1	Primary Assembly	215	na
AS012332_395	unplaced-scaffold	na	na	VKWT01000395.1	=	NZ_VKWT01000395.1	Primary Assembly	215	na
AS012332_396	unplaced-scaffold	na	na	VKWT01000396.1	=	NZ_VKWT01000396.1	Primary Assembly	215	na
AS012332_397	unplaced-scaffold	na	na	VKWT01000397.1	=	NZ_VKWT01000397.1	Primary Assembly	215	na
AS012332_398	unplaced-scaffold	na	na	VKWT01000398.1	=	NZ_VKWT01000398.1	Primary Assembly	215	na
AS012332_399	unplaced-scaffold	na	na	VKWT01000399.1	=	NZ_VKWT01000399.1	Primary Assembly	215	na
AS012332_4	unplaced-scaffold	na	na	VKWT01000004.1	=	NZ_VKWT01000004.1	Primary Assembly	102199	na
AS012332_40	unplaced-scaffold	na	na	VKWT01000040.1	=	NZ_VKWT01000040.1	Primary Assembly	31864	na
AS012332_400	unplaced-scaffold	na	na	VKWT01000400.1	=	NZ_VKWT01000400.1	Primary Assembly	215	na
AS012332_401	unplaced-scaffold	na	na	VKWT01000401.1	=	NZ_VKWT01000401.1	Primary Assembly	214	na
AS012332_402	unplaced-scaffold	na	na	VKWT01000402.1	=	NZ_VKWT01000402.1	Primary Assembly	214	na
AS012332_403	unplaced-scaffold	na	na	VKWT01000403.1	=	NZ_VKWT01000403.1	Primary Assembly	214	na
AS012332_404	unplaced-scaffold	na	na	VKWT01000404.1	=	NZ_VKWT01000404.1	Primary Assembly	214	na
AS012332_405	unplaced-scaffold	na	na	VKWT01000405.1	=	NZ_VKWT01000405.1	Primary Assembly	213	na
AS012332_406	unplaced-scaffold	na	na	VKWT01000406.1	=	NZ_VKWT01000406.1	Primary Assembly	213	na
AS012332_407	unplaced-scaffold	na	na	VKWT01000407.1	=	NZ_VKWT01000407.1	Primary Assembly	213	na
AS012332_408	unplaced-scaffold	na	na	VKWT01000408.1	=	NZ_VKWT01000408.1	Primary Assembly	212	na
AS012332_409	unplaced-scaffold	na	na	VKWT01000409.1	=	NZ_VKWT01000409.1	Primary Assembly	212	na
AS012332_41	unplaced-scaffold	na	na	VKWT01000041.1	=	NZ_VKWT01000041.1	Primary Assembly	31587	na
AS012332_410	unplaced-scaffold	na	na	VKWT01000410.1	=	NZ_VKWT01000410.1	Primary Assembly	212	na
AS012332_411	unplaced-scaffold	na	na	VKWT01000411.1	=	NZ_VKWT01000411.1	Primary Assembly	212	na
AS012332_412	unplaced-scaffold	na	na	VKWT01000412.1	=	NZ_VKWT01000412.1	Primary Assembly	212	na
AS012332_413	unplaced-scaffold	na	na	VKWT01000413.1	=	NZ_VKWT01000413.1	Primary Assembly	212	na
AS012332_414	unplaced-scaffold	na	na	VKWT01000414.1	=	NZ_VKWT01000414.1	Primary Assembly	212	na
AS012332_415	unplaced-scaffold	na	na	VKWT01000415.1	=	NZ_VKWT01000415.1	Primary Assembly	212	na
AS012332_416	unplaced-scaffold	na	na	VKWT01000416.1	=	NZ_VKWT01000416.1	Primary Assembly	212	na
AS012332_417	unplaced-scaffold	na	na	VKWT01000417.1	=	NZ_VKWT01000417.1	Primary Assembly	212	na
AS012332_418	unplaced-scaffold	na	na	VKWT01000418.1	=	NZ_VKWT01000418.1	Primary Assembly	212	na
AS012332_419	unplaced-scaffold	na	na	VKWT01000419.1	=	NZ_VKWT01000419.1	Primary Assembly	212	na
AS012332_42	unplaced-scaffold	na	na	VKWT01000042.1	=	NZ_VKWT01000042.1	Primary Assembly	31126	na
AS012332_420	unplaced-scaffold	na	na	VKWT01000420.1	=	NZ_VKWT01000420.1	Primary Assembly	212	na
AS012332_421	unplaced-scaffold	na	na	VKWT01000421.1	=	NZ_VKWT01000421.1	Primary Assembly	212	na
AS012332_422	unplaced-scaffold	na	na	VKWT01000422.1	=	NZ_VKWT01000422.1	Primary Assembly	212	na
AS012332_423	unplaced-scaffold	na	na	VKWT01000423.1	=	NZ_VKWT01000423.1	Primary Assembly	212	na
AS012332_424	unplaced-scaffold	na	na	VKWT01000424.1	=	NZ_VKWT01000424.1	Primary Assembly	211	na
AS012332_425	unplaced-scaffold	na	na	VKWT01000425.1	=	NZ_VKWT01000425.1	Primary Assembly	211	na
AS012332_426	unplaced-scaffold	na	na	VKWT01000426.1	=	NZ_VKWT01000426.1	Primary Assembly	211	na
AS012332_427	unplaced-scaffold	na	na	VKWT01000427.1	=	NZ_VKWT01000427.1	Primary Assembly	211	na
AS012332_428	unplaced-scaffold	na	na	VKWT01000428.1	=	NZ_VKWT01000428.1	Primary Assembly	211	na
AS012332_429	unplaced-scaffold	na	na	VKWT01000429.1	=	NZ_VKWT01000429.1	Primary Assembly	211	na
AS012332_43	unplaced-scaffold	na	na	VKWT01000043.1	=	NZ_VKWT01000043.1	Primary Assembly	31071	na
AS012332_430	unplaced-scaffold	na	na	VKWT01000430.1	=	NZ_VKWT01000430.1	Primary Assembly	211	na
AS012332_431	unplaced-scaffold	na	na	VKWT01000431.1	=	NZ_VKWT01000431.1	Primary Assembly	211	na
AS012332_432	unplaced-scaffold	na	na	VKWT01000432.1	=	NZ_VKWT01000432.1	Primary Assembly	211	na
AS012332_433	unplaced-scaffold	na	na	VKWT01000433.1	=	NZ_VKWT01000433.1	Primary Assembly	211	na
AS012332_434	unplaced-scaffold	na	na	VKWT01000434.1	=	NZ_VKWT01000434.1	Primary Assembly	211	na
AS012332_435	unplaced-scaffold	na	na	VKWT01000435.1	=	NZ_VKWT01000435.1	Primary Assembly	211	na
AS012332_436	unplaced-scaffold	na	na	VKWT01000436.1	=	NZ_VKWT01000436.1	Primary Assembly	211	na
AS012332_437	unplaced-scaffold	na	na	VKWT01000437.1	=	NZ_VKWT01000437.1	Primary Assembly	211	na
AS012332_438	unplaced-scaffold	na	na	VKWT01000438.1	=	NZ_VKWT01000438.1	Primary Assembly	211	na
AS012332_439	unplaced-scaffold	na	na	VKWT01000439.1	=	NZ_VKWT01000439.1	Primary Assembly	211	na
AS012332_44	unplaced-scaffold	na	na	VKWT01000044.1	=	NZ_VKWT01000044.1	Primary Assembly	29287	na
AS012332_440	unplaced-scaffold	na	na	VKWT01000440.1	=	NZ_VKWT01000440.1	Primary Assembly	211	na
AS012332_441	unplaced-scaffold	na	na	VKWT01000441.1	=	NZ_VKWT01000441.1	Primary Assembly	211	na
AS012332_442	unplaced-scaffold	na	na	VKWT01000442.1	=	NZ_VKWT01000442.1	Primary Assembly	211	na
AS012332_443	unplaced-scaffold	na	na	VKWT01000443.1	=	NZ_VKWT01000443.1	Primary Assembly	211	na
AS012332_444	unplaced-scaffold	na	na	VKWT01000444.1	=	NZ_VKWT01000444.1	Primary Assembly	211	na
AS012332_445	unplaced-scaffold	na	na	VKWT01000445.1	=	NZ_VKWT01000445.1	Primary Assembly	211	na
AS012332_446	unplaced-scaffold	na	na	VKWT01000446.1	=	NZ_VKWT01000446.1	Primary Assembly	211	na
AS012332_447	unplaced-scaffold	na	na	VKWT01000447.1	=	NZ_VKWT01000447.1	Primary Assembly	211	na
AS012332_448	unplaced-scaffold	na	na	VKWT01000448.1	=	NZ_VKWT01000448.1	Primary Assembly	211	na
AS012332_449	unplaced-scaffold	na	na	VKWT01000449.1	=	NZ_VKWT01000449.1	Primary Assembly	211	na
AS012332_45	unplaced-scaffold	na	na	VKWT01000045.1	=	NZ_VKWT01000045.1	Primary Assembly	28441	na
AS012332_450	unplaced-scaffold	na	na	VKWT01000450.1	=	NZ_VKWT01000450.1	Primary Assembly	211	na
AS012332_451	unplaced-scaffold	na	na	VKWT01000451.1	=	NZ_VKWT01000451.1	Primary Assembly	211	na
AS012332_452	unplaced-scaffold	na	na	VKWT01000452.1	=	NZ_VKWT01000452.1	Primary Assembly	211	na
AS012332_453	unplaced-scaffold	na	na	VKWT01000453.1	=	NZ_VKWT01000453.1	Primary Assembly	211	na
AS012332_454	unplaced-scaffold	na	na	VKWT01000454.1	=	NZ_VKWT01000454.1	Primary Assembly	211	na
AS012332_455	unplaced-scaffold	na	na	VKWT01000455.1	=	NZ_VKWT01000455.1	Primary Assembly	211	na
AS012332_456	unplaced-scaffold	na	na	VKWT01000456.1	=	NZ_VKWT01000456.1	Primary Assembly	211	na
AS012332_457	unplaced-scaffold	na	na	VKWT01000457.1	=	NZ_VKWT01000457.1	Primary Assembly	211	na
AS012332_458	unplaced-scaffold	na	na	VKWT01000458.1	=	NZ_VKWT01000458.1	Primary Assembly	211	na
AS012332_459	unplaced-scaffold	na	na	VKWT01000459.1	=	NZ_VKWT01000459.1	Primary Assembly	211	na
AS012332_46	unplaced-scaffold	na	na	VKWT01000046.1	=	NZ_VKWT01000046.1	Primary Assembly	28381	na
AS012332_460	unplaced-scaffold	na	na	VKWT01000460.1	=	NZ_VKWT01000460.1	Primary Assembly	211	na
AS012332_461	unplaced-scaffold	na	na	VKWT01000461.1	=	NZ_VKWT01000461.1	Primary Assembly	211	na
AS012332_462	unplaced-scaffold	na	na	VKWT01000462.1	=	NZ_VKWT01000462.1	Primary Assembly	211	na
AS012332_463	unplaced-scaffold	na	na	VKWT01000463.1	=	NZ_VKWT01000463.1	Primary Assembly	211	na
AS012332_464	unplaced-scaffold	na	na	VKWT01000464.1	=	NZ_VKWT01000464.1	Primary Assembly	211	na
AS012332_465	unplaced-scaffold	na	na	VKWT01000465.1	=	NZ_VKWT01000465.1	Primary Assembly	211	na
AS012332_466	unplaced-scaffold	na	na	VKWT01000466.1	=	NZ_VKWT01000466.1	Primary Assembly	211	na
AS012332_467	unplaced-scaffold	na	na	VKWT01000467.1	=	NZ_VKWT01000467.1	Primary Assembly	211	na
AS012332_468	unplaced-scaffold	na	na	VKWT01000468.1	=	NZ_VKWT01000468.1	Primary Assembly	211	na
AS012332_469	unplaced-scaffold	na	na	VKWT01000469.1	=	NZ_VKWT01000469.1	Primary Assembly	211	na
AS012332_47	unplaced-scaffold	na	na	VKWT01000047.1	=	NZ_VKWT01000047.1	Primary Assembly	28262	na
AS012332_470	unplaced-scaffold	na	na	VKWT01000470.1	=	NZ_VKWT01000470.1	Primary Assembly	211	na
AS012332_471	unplaced-scaffold	na	na	VKWT01000471.1	=	NZ_VKWT01000471.1	Primary Assembly	211	na
AS012332_472	unplaced-scaffold	na	na	VKWT01000472.1	=	NZ_VKWT01000472.1	Primary Assembly	210	na
AS012332_473	unplaced-scaffold	na	na	VKWT01000473.1	=	NZ_VKWT01000473.1	Primary Assembly	210	na
AS012332_474	unplaced-scaffold	na	na	VKWT01000474.1	=	NZ_VKWT01000474.1	Primary Assembly	210	na
AS012332_475	unplaced-scaffold	na	na	VKWT01000475.1	=	NZ_VKWT01000475.1	Primary Assembly	210	na
AS012332_476	unplaced-scaffold	na	na	VKWT01000476.1	=	NZ_VKWT01000476.1	Primary Assembly	210	na
AS012332_477	unplaced-scaffold	na	na	VKWT01000477.1	=	NZ_VKWT01000477.1	Primary Assembly	210	na
AS012332_478	unplaced-scaffold	na	na	VKWT01000478.1	=	NZ_VKWT01000478.1	Primary Assembly	209	na
AS012332_479	unplaced-scaffold	na	na	VKWT01000479.1	=	NZ_VKWT01000479.1	Primary Assembly	209	na
AS012332_48	unplaced-scaffold	na	na	VKWT01000048.1	=	NZ_VKWT01000048.1	Primary Assembly	27971	na
AS012332_480	unplaced-scaffold	na	na	VKWT01000480.1	=	NZ_VKWT01000480.1	Primary Assembly	209	na
AS012332_481	unplaced-scaffold	na	na	VKWT01000481.1	=	NZ_VKWT01000481.1	Primary Assembly	209	na
AS012332_482	unplaced-scaffold	na	na	VKWT01000482.1	=	NZ_VKWT01000482.1	Primary Assembly	208	na
AS012332_483	unplaced-scaffold	na	na	VKWT01000483.1	=	NZ_VKWT01000483.1	Primary Assembly	206	na
AS012332_484	unplaced-scaffold	na	na	VKWT01000484.1	=	NZ_VKWT01000484.1	Primary Assembly	206	na
AS012332_485	unplaced-scaffold	na	na	VKWT01000485.1	=	NZ_VKWT01000485.1	Primary Assembly	205	na
AS012332_486	unplaced-scaffold	na	na	VKWT01000486.1	=	NZ_VKWT01000486.1	Primary Assembly	205	na
AS012332_487	unplaced-scaffold	na	na	VKWT01000487.1	=	NZ_VKWT01000487.1	Primary Assembly	204	na
AS012332_488	unplaced-scaffold	na	na	VKWT01000488.1	=	NZ_VKWT01000488.1	Primary Assembly	204	na
AS012332_489	unplaced-scaffold	na	na	VKWT01000489.1	=	NZ_VKWT01000489.1	Primary Assembly	203	na
AS012332_49	unplaced-scaffold	na	na	VKWT01000049.1	=	NZ_VKWT01000049.1	Primary Assembly	27518	na
AS012332_490	unplaced-scaffold	na	na	VKWT01000490.1	=	NZ_VKWT01000490.1	Primary Assembly	203	na
AS012332_491	unplaced-scaffold	na	na	VKWT01000491.1	=	NZ_VKWT01000491.1	Primary Assembly	203	na
AS012332_492	unplaced-scaffold	na	na	VKWT01000492.1	=	NZ_VKWT01000492.1	Primary Assembly	202	na
AS012332_493	unplaced-scaffold	na	na	VKWT01000493.1	=	NZ_VKWT01000493.1	Primary Assembly	201	na
AS012332_494	unplaced-scaffold	na	na	VKWT01000494.1	=	NZ_VKWT01000494.1	Primary Assembly	201	na
AS012332_495	unplaced-scaffold	na	na	VKWT01000495.1	=	NZ_VKWT01000495.1	Primary Assembly	200	na
AS012332_5	unplaced-scaffold	na	na	VKWT01000005.1	=	NZ_VKWT01000005.1	Primary Assembly	101942	na
AS012332_50	unplaced-scaffold	na	na	VKWT01000050.1	=	NZ_VKWT01000050.1	Primary Assembly	27301	na
AS012332_51	unplaced-scaffold	na	na	VKWT01000051.1	=	NZ_VKWT01000051.1	Primary Assembly	27286	na
